topmed_label	variable_phv	label	tag_id
Resting heart rate from EKG	6610	 FR384	39
Resting heart rate from EKG	7044	 FS483	39
Resting heart rate from EKG	7479	 FT489	39
Resting heart rate from EKG	70505	 FU201	39
Resting heart rate from EKG	10436	 G357	39
Resting heart rate from EKG	21152	 G3A352	39
Resting heart rate from EKG	273974	 g3a352	39
Resting heart rate from EKG	274467	 g3a352	39
Resting heart rate from EKG	72261	 H304	39
Resting heart rate from EKG	742	 MF287	39
Resting heart rate from EKG	824	 MF374	39
Resting heart rate from EKG	890	 MF444	39
Resting heart rate from EKG	1015	 MF575	39
Resting heart rate from EKG	277212	 VENT_RT1	39
Resting heart rate from EKG	277213	 VENT_RT2	39
Resting heart rate from EKG	277214	 VENT_RT3	39
Resting heart rate from EKG	277215	 VENT_RT4	39
Resting heart rate from EKG	277216	 VENT_RT5	39
Resting heart rate from EKG	277217	 VENT_RT6	39
Resting heart rate from EKG	277218	 VENT_RT7	39
Resting heart rate from EKG	277219	 VENT_RT8	39
Resting heart rate from EKG	277220	 VENT_RT9	39
LVH from EKG	7907	 B275	40
LVH from EKG	8674	 C330	40
LVH from EKG	9070	 D334	40
LVH from EKG	9523	 E618	40
LVH from EKG	250689	 e618	40
LVH from EKG	1172	 FA172	40
LVH from EKG	1333	 FB185	40
LVH from EKG	1528	 FC194	40
LVH from EKG	1996	 FE283	40
LVH from EKG	2176	 FF246	40
LVH from EKG	2371	 FG254	40
LVH from EKG	2611	 FH271	40
LVH from EKG	2817	 FI182	40
LVH from EKG	3616	 FK394	40
LVH from EKG	4042	 FL434	40
LVH from EKG	4466	 FM473	40
LVH from EKG	4903	 FN445	40
LVH from EKG	5265	 FO461	40
LVH from EKG	5892	 FP427	40
LVH from EKG	650	 MF185	40
LVH from EKG	735	 MF280	40
LVH from EKG	818	 MF368	40
LVH from EKG	884	 MF438	40
LVH from EKG	1009	 MF569	40
LVH from EKG	6643	 FR417	40
LVH from EKG	7078	 FS517	40
LVH from EKG	7513	 FT523	40
LVH from EKG	70539	 FU235	40
LVH from EKG	10470	 G391	40
LVH from EKG	21186	 G3A386	40
LVH from EKG	274008	 g3a386	40
LVH from EKG	274501	 g3a386	40
Resting arm systolic BP	123001	 sbp	7
Resting arm diastolic BP	123002	 dbp	8
Medication/supplement use	123029	 xbpmeds	74
Heart failure	113053	 A09CHFAG	29
Heart failure	113054	 A09CHFST	29
Other stroke	117058	 D08TIA	20
Other stroke	117059	 D08TIAAG	20
Other stroke	117941	 FY096TIA	20
Other stroke	117942	 FY096TAA	20
Other stroke	117970	 FY108TIA	20
Other stroke	118538	 E08TIA	20
Other stroke	118539	 E08TIAAG	20
Other stroke	119916	 F08TIA	20
Other stroke	119926	 F08TIAAG	20
Other stroke	119927	 F08TIAYR	20
Other stroke	121266	 Y01STKEP	20
Other stroke	121307	 Y01STROK	20
Other stroke	121308	 Y01STKDG	20
Other stroke	121309	 Y01STKDF	20
Other stroke	121310	 Y01STKON	20
Other stroke	121312	 Y01STKSM	20
Other stroke	121313	 Y01STKLP	20
Other stroke	121314	 Y01STKCS	20
Other stroke	121315	 Y01STKOC	20
Other stroke	121316	 Y01STKOT	20
Other stroke	121390	 Y01STKSS	20
Other stroke	121392	 Y01STKSE	20
Other stroke	121463	 Y00STROK	20
Other stroke	121482	 Y01STKEP	20
Other stroke	121524	 Y01STROK	20
Other stroke	121526	 Y01STKDR	20
Other stroke	121527	 Y01STKCT	20
Other stroke	121528	 Y01STKDF	20
Other stroke	121529	 Y01STKON	20
Other stroke	121531	 Y01STKSM	20
Other stroke	121532	 Y01STKLP	20
Other stroke	121533	 Y01STKCS	20
Other stroke	121534	 Y01STKOC	20
Other stroke	121535	 Y01STKOT	20
Other stroke	121615	 Y01STKSS	20
Other stroke	121616	 Y01STKSE	20
LVH from EKG	254748	 fv237	40
LVH from EKG	255139	 fw278	40
LVH from EKG	274864	 FX278	40
LVH from EKG	275222	 fy278	40
LVH from EKG	251031	 g391	40
LVH from EKG	177496	 g3b0403	40
LVH from EKG	251491	 h338	40
LVH from EKG	254240	 j393	40
LVH from EKG	72295	 H338	40
PR from EKG	7888	 B256	38
PR from EKG	8634	 C290	38
PR from EKG	9030	 D293	38
PR from EKG	9490	 E585	38
PR from EKG	1330	 FB182	38
PR from EKG	1525	 FC191	38
PR from EKG	1716	 FD187	38
PR from EKG	1977	 FE264	38
PR from EKG	2157	 FF227	38
PR from EKG	2352	 FG235	38
PR from EKG	2592	 FH252	38
PR from EKG	2800	 FI165	38
PR from EKG	3179	 FJ277	38
PR from EKG	3594	 FK372	38
PR from EKG	4002	 FL393	38
PR from EKG	4426	 FM432	38
PR from EKG	4868	 FN409	38
PR from EKG	5232	 FO428	38
PR from EKG	5859	 FP394	38
PR from EKG	6216	 FQ268	38
PR from EKG	6611	 FR385	38
PR from EKG	7045	 FS484	38
PR from EKG	7480	 FT490	38
PR from EKG	70506	 FU202	38
PR from EKG	10437	 G358	38
PR from EKG	21153	 G3A353	38
PR from EKG	273975	 g3a353	38
PR from EKG	274468	 g3a353	38
PR from EKG	72262	 H305	38
QRS from EKG	7889	 B257	36
QRS from EKG	8635	 C291	36
QRS from EKG	9031	 D294	36
QRS from EKG	9491	 E586	36
QRS from EKG	1174	 FA174	36
QRS from EKG	1526	 FC192	36
QRS from EKG	1717	 FD188	36
QRS from EKG	1978	 FE265	36
QRS from EKG	2158	 FF228	36
QRS from EKG	2353	 FG236	36
QRS from EKG	2593	 FH253	36
QRS from EKG	2801	 FI166	36
QRS from EKG	3180	 FJ278	36
QRS from EKG	3595	 FK373	36
QRS from EKG	4003	 FL394	36
QRS from EKG	4427	 FM433	36
QRS from EKG	4869	 FN410	36
QRS from EKG	5233	 FO429	36
QRS from EKG	5860	 FP395	36
QRS from EKG	6217	 FQ269	36
QRS from EKG	6219	 FQ271	36
QRS from EKG	6612	 FR386	36
QRS from EKG	7046	 FS485	36
QRS from EKG	7481	 FT491	36
Age at enrollment/collection	127576	 AGE01HI	21
QRS from EKG	70507	 FU203	36
QRS from EKG	10438	 G359	36
QRS from EKG	21154	 G3A354	36
QRS from EKG	273976	 g3a354	36
QRS from EKG	274469	 g3a354	36
QRS from EKG	72263	 H306	36
QT from EKG	7890	 B258	37
QT from EKG	8636	 C292	37
QT from EKG	9032	 D295	37
QT from EKG	9492	 E587	37
QT from EKG	1979	 FE266	37
QT from EKG	2159	 FF229	37
QT from EKG	2354	 FG237	37
QT from EKG	2594	 FH254	37
QT from EKG	2802	 FI167	37
QT from EKG	3181	 FJ279	37
QT from EKG	3596	 FK374	37
QT from EKG	4004	 FL395	37
QT from EKG	4428	 FM434	37
QT from EKG	4870	 FN411	37
QT from EKG	5234	 FO430	37
QT from EKG	5861	 FP396	37
QT from EKG	6218	 FQ270	37
QT from EKG	6613	 FR387	37
QT from EKG	7047	 FS486	37
QT from EKG	7482	 FT492	37
QT from EKG	70508	 FU204	37
QT from EKG	10439	 G360	37
QT from EKG	21155	 G3A355	37
QT from EKG	273977	 g3a355	37
QT from EKG	274470	 g3a355	37
QT from EKG	72264	 H307	37
QRS from EKG	1331	 FB183	36
LVH from EKG	1719	 FD190	40
LVH from EKG	567	 MF97	40
Resting heart rate from EKG	277051	 VENT_RT1	39
Resting heart rate from EKG	277052	 VENT_RT2	39
LVH from EKG	518	 MF44	40
Medication/supplement use	126299	 DITA138	74
Medication/supplement use	126304	 lffq_supp_use	74
Medication/supplement use	126444	 ravg_supp_use	74
Medication/supplement use	126574	 sffq_supp_use	74
Medication/supplement use	126712	 lffq_supp_use	74
Medication/supplement use	126853	 ravg_supp_use	74
Medication/supplement use	126983	 sffq_supp_use	74
Clinic visit	127121	 VISIT	71
QRS from EKG	127128	 QRSduration	36
QRS from EKG	127421	 ecga302	36
QRS from EKG	127422	 ecga303	36
QRS from EKG	127423	 ecga304	36
QRS from EKG	127424	 ecga305	36
QRS from EKG	127425	 ecga306	36
QRS from EKG	127426	 ecga307	36
QRS from EKG	127427	 ecga308	36
QRS from EKG	127428	 ecga309	36
QRS from EKG	127429	 ecga310	36
QRS from EKG	127430	 ecga311	36
QRS from EKG	127431	 ecga312	36
QRS from EKG	127432	 ecga313	36
PR from EKG	127289	 ecga170	38
PR from EKG	127291	 ecga172	38
PR from EKG	127292	 ecga173	38
PR from EKG	127293	 ecga174	38
PR from EKG	127294	 ecga175	38
PR from EKG	127295	 ecga176	38
PR from EKG	127296	 ecga177	38
PR from EKG	127297	 ecga178	38
PR from EKG	127298	 ecga179	38
PR from EKG	127299	 ecga180	38
PR from EKG	127300	 ecga181	38
LVH from EKG	127130	 ecga11	40
Albumin-creatinine ratio in urine	127643	 RS_UA_CR_RATIO	56
Albumin-creatinine ratio in urine	127651	 uacr24h	56
Medication/supplement use	127668	 ahfscode	74
Medication/supplement use	127664	 medconc	74
Medication/supplement use	127665	 gpicode	74
Medication/supplement use	127666	 tccode	74
Medication/supplement use	127667	 tcname	74
Myocardial infarction	127710	 MHXA34	26
Myocardial infarction	127708	 MHXA32	26
Myocardial infarction	127707	 MHXA31	26
Myocardial infarction	127693	 MHXA17	26
Coronary artery bypass graft	127728	 MHXA52A	28
Coronary angioplasty	127730	 MHXA52B2	27
Pacemaker	127730	 MHXA52B2	41
Coronary angioplasty	127737	 MHXA54A	27
Medication/supplement use	125033	 AFUA17	74
Medication/supplement use	125118	 AFUA17	74
Medication/supplement use	125204	 AFUB17	74
Medication/supplement use	125290	 AFUB17	74
Medication/supplement use	125491	 AFUC49	74
Medication/supplement use	125545	 AFUI17	74
Medication/supplement use	125634	 AFUI17	74
Medication/supplement use	125723	 AFUJ17	74
Medication/supplement use	125810	 AFUK17	74
Medication/supplement use	128271	 RHXA13	74
Medication/supplement use	128272	 RHXA14	74
Medication/supplement use	128273	 RHXA15	74
Clinic visit	128172	 VISIT	71
Clinic visit	128245	 VISIT	71
Medication/supplement use	128329	 ahfscode	74
Medication/supplement use	128325	 medconc	74
Medication/supplement use	128326	 gpicode	74
Medication/supplement use	128327	 tcname	74
Medication/supplement use	128328	 tccode	74
Clinic visit	128382	 VISIT	71
Clinic visit	128578	 VISIT	71
Clinic visit	128587	 VISIT	71
Clinic visit	128331	 VISIT	71
Asthma	128344	 RPAA13	64
Asthma	128345	 RPAA14	64
Asthma	128346	 RPAA16	64
Asthma	128353	 RPAA15	64
Asthma	128354	 RPAA17	64
Fasting	126129	 FST01TM	72
Fasting	126130	 FST01HR	72
Hypertension	126039	 HTN017	30
Medication/supplement use	126038	 BPM01	74
Hypertension	126037	 BP601	30
Hypertension	126036	 BP701	30
Medication/supplement use	126058	 MED01CT	74
FEV1	128210	 pula18	63
FEV1	128220	 pula28	63
FEV1	128230	 pula38	63
FVC	128209	 pula17	62
FVC	128219	 pula27	62
FVC	128229	 pula37	62
Clinic visit	128085	 VISIT	71
Hypertension	128087	 PFHA2A	30
Hypertension	128088	 PFHA2B	30
Myocardial infarction	128091	 PFHA4A	26
Myocardial infarction	128092	 PFHA4B	26
Diabetes	128095	 PFHA6A	34
Diabetes	128096	 PFHA6B	34
Asthma	128103	 PFHA10A	64
Asthma	128104	 PFHA10B	64
Medication/supplement use	124762	 AFOV1C	74
Medication/supplement use	124743	 AFOV1B	74
Medication/supplement use	124742	 AFOV1A	74
Medication/supplement use	124866	 AFOV1A	74
Medication/supplement use	124867	 AFOV1B	74
Medication/supplement use	124886	 AFOV1C	74
Subcohort	100290	 PERSTAT	70
Subcohort	100682	 PERSTAT	70
Subcohort	100809	 PERSTAT	70
Subcohort	100867	 PERSTAT	70
Subcohort	101122	 PERSTAT	70
Subcohort	101232	 PERSTAT	70
Subcohort	101234	 PERSTAT	70
Subcohort	101949	 PERSTAT	70
Subcohort	102584	 PERSTAT	70
Subcohort	106430	 PERSTAT	70
Subcohort	107355	 PERSTAT	70
Subcohort	107781	 PERSTAT	70
Subcohort	108392	 PERSTAT	70
Subcohort	109143	 PERSTAT	70
Subcohort	109856	 PERSTAT	70
Geographic site	99453	 CLINIC	73
Geographic site	100291	 CLINIC	73
Geographic site	100696	 CLINIC	73
Geographic site	102623	 CLINIC	73
Geographic site	105114	 CLINIC	73
Geographic site	108814	 CLINIC	73
Geographic site	106546	 CLINIC	73
Geographic site	109510	 CLINIC	73
Geographic site	198806	 clinic	73
Hemorrhagic stroke	100774	 DEATH	19
Myocardial infarction	100798	 INCMI	26
Myocardial infarction	100799	 FATALMI	26
Myocardial infarction	100800	 MIBLMOD	26
Myocardial infarction	100801	 TTOMI	26
Coronary angioplasty	100780	 INCANGIO	27
Coronary angioplasty	100781	 TTOANGI	27
Coronary angioplasty	100782	 CORARTBL	27
Coronary artery bypass graft	100783	 INCBYPS	28
Coronary artery bypass graft	100784	 TTOBYPS	28
Coronary artery bypass graft	100785	 BPSSURBL	28
Heart failure	100786	 INCCHF	29
Heart failure	100787	 TTOCHF	29
Heart failure	100788	 CHBLMOD	29
Myocardial infarction	100817	 MIBLMOD	26
Heart failure	100819	 CHBLMOD	29
CAC	100691	 CACSCORE	24
Carotid IMT	100864	 CCA_FWME	25
Carotid IMT	100865	 ICA_FWME	25
Clinic visit	100772	 SampleYear	71
Carotid IMT	100444	 MAXINT	25
Carotid IMT	100446	 MAXCOM	25
Carotid IMT	100462	 PSTENRT	25
Carotid IMT	100463	 PSTENLFT	25
Carotid IMT	100464	 MAXSTEN	25
Carotid IMT	100094	 MAXCOM	25
Carotid IMT	100095	 MAXINT	25
Carotid IMT	100096	 MAXSTEN	25
Carotid IMT	101179	 MAXCOMBL	25
Carotid IMT	101180	 MAXINTBL	25
Carotid IMT	101287	 MAXCOM55	25
Carotid IMT	101288	 MAXINT55	25
Carotid IMT	101289	 MAXCOM41	25
Carotid IMT	101290	 MAXINT41	25
Carotid IMT	102978	 MAXCOM92	25
Carotid IMT	102979	 MAXINT92	25
Carotid IMT	100099	 PSTENLFT	25
Carotid IMT	100100	 PSTENRT	25
Carotid IMT	101125	 PSTEN1BL	25
Carotid IMT	101132	 PSTEN2BL	25
Carotid IMT	101183	 PSTEN192	25
Carotid IMT	101293	 PSTEN48	25
Carotid IMT	101302	 PSTEN141	25
Carotid IMT	101303	 PSTEN241	25
Carotid IMT	101313	 PSTEN155	25
Carotid IMT	101314	 PSTEN255	25
Blood glucose	99348	 GLUC12	31
Blood glucose	100045	 GLU44	31
Blood glucose	100051	 GLU244	31
Blood glucose	100427	 GLU44	31
Blood glucose	105867	 GLU44	31
Blood glucose	106408	 GLUADJ	31
Blood glucose	106994	 GLU44	31
Blood glucose	107338	 GLUADJ	31
Blood glucose	110346	 GLUC12	31
Blood glucose	110351	 NOGLUC12	31
Blood glucose	110485	 GLU44	31
Blood glucose	110490	 GLUADJ	31
Blood glucose	110486	 GLU244	31
Insulin in blood	100044	 INS44	32
Insulin in blood	100050	 INS244	32
Insulin in blood	100428	 INS44	32
Insulin in blood	105866	 INS44	32
Diabetes	98820	 DIAB01	34
Diabetes	99025	 DIABET07	34
Diabetes	99345	 DIABET12	34
Diabetes	99462	 DIABWHO	34
Diabetes	99552	 DIABADA	34
Diabetes	100338	 DIABET	34
Diabetes	99924	 DIAB30	34
Diabetes	101530	 DIABET59	34
Diabetes	101785	 DIABET12	34
Diabetes	101793	 DIAB74	34
Diabetes	101794	 DIABYR74	34
Diabetes	102446	 DIABET12	34
Diabetes	102870	 DIABTR59	34
Diabetes	103169	 DIABET32	34
Diabetes	103222	 DIABET32	34
Diabetes	103280	 DIABTR32	34
Diabetes	103327	 DIABET32	34
Diabetes	103333	 DIABTR32	34
Diabetes	103379	 DIABET32	34
Diabetes	103385	 DIABTR32	34
Diabetes	103432	 DIABET32	34
Diabetes	103438	 DIABTR32	34
Diabetes	103484	 DIABET32	34
Diabetes	103490	 DIABTR32	34
Diabetes	103537	 DIABET32	34
Diabetes	103543	 DIABTR32	34
Diabetes	103642	 DIABET32	34
Diabetes	103648	 DIABTR32	34
Diabetes	103745	 DIABET32	34
Diabetes	103700	 DIABTR32	34
Diabetes	104107	 DIABET37	34
Diabetes	104260	 DIABO38	34
Diabetes	104230	 DIABF38	34
Diabetes	104826	 DIABET39	34
Diabetes	105137	 DIAB01	34
Diabetes	105964	 DIABET57	34
Diabetes	105965	 DIABYR57	34
Diabetes	106145	 DIABF58	34
Diabetes	106406	 DIABADA	34
Diabetes	107092	 DIABET29	34
Diabetes	107145	 FDDIAB29	34
Diabetes	107176	 ODDIAB29	34
Diabetes	107337	 DIABADA	34
Diabetes	107948	 DIABET59	34
Diabetes	108622	 DIABET59	34
Diabetes	109389	 DIABET59	34
Diabetes	110345	 DIABET12	34
Diabetes	110520	 DIABMED	34
Diabetes	110521	 DIABADA	34
Diabetes	110522	 DIABWHO	34
Diabetes	197453	 diabet15	34
Subcohort	80424	 CTFLAG	70
Subcohort	80425	 OSFLAG	70
Subcohort	80426	 HRTFLAG	70
Subcohort	80427	 DMFLAG	70
Subcohort	80428	 CADFLAG	70
Subcohort	80429	 HRTARM	70
Subcohort	80430	 DMARM	70
Subcohort	80431	 CADARM	70
Subcohort	80433	 BMDFLAG	70
Subcohort	192297	 EXTFLAG	70
Subcohort	192300	 EXT2FLAG	70
Subcohort	192302	 EXT2MRC	70
Subcohort	192303	 EXT2SRC	70
Ischemic stroke	100775	 CAUSE80	18
Other stroke	100775	 CAUSE80	20
Other stroke	100792	 INCSTRK	20
Other stroke	100793	 TTOSTK	20
Other stroke	100794	 STBLMOD	20
Myocardial infarction	100811	 MIBASE	26
Other stroke	100815	 STKBASE	20
Heart failure	100813	 CHFBASE	29
Ischemic stroke	100830	 STKTYPE	18
Hemorrhagic stroke	100830	 STKTYPE	19
Other stroke	100830	 STKTYPE	20
Other stroke	100824	 EVTYPE	20
Other stroke	100825	 TTOEVENT	20
Clinic visit	99570	 YEAR	71
Clinic visit	100283	 YEAR	71
Clinic visit	100692	 YEAR	71
Clinic visit	101404	 YEAR	71
Clinic visit	102282	 YEAR	71
Clinic visit	103855	 YEAR	71
Clinic visit	104543	 YEAR	71
Clinic visit	105620	 YEAR	71
Clinic visit	107591	 YEAR	71
Clinic visit	108391	 YEAR	71
Clinic visit	109142	 YEAR	71
Clinic visit	110524	 YEAR	71
Carotid IMT	101126	 LSRFC1BL	25
Carotid IMT	101127	 LMRPH1BL	25
Carotid IMT	101128	 LOCAT1BL	25
Carotid IMT	101129	 LDENS1BL	25
Carotid IMT	101130	 PW1BL	25
Carotid IMT	101131	 CW1BL	25
Carotid IMT	101134	 LMRPH2BL	25
Carotid IMT	101135	 LOCAT2BL	25
Carotid IMT	101136	 LDENS2BL	25
Carotid IMT	101137	 PW2BL	25
Carotid IMT	101138	 CW2BL	25
Carotid IMT	101139	 VMAX1BL	25
Carotid IMT	101140	 NMAX1BL	25
Carotid IMT	101147	 FMAX2BL	25
Carotid IMT	101161	 NSTDV5BL	25
Carotid IMT	101160	 NMAX5BL	25
Carotid IMT	101158	 FSTDV4BL	25
Carotid IMT	101155	 NMAX4BL	25
Carotid IMT	101154	 VMAX4BL	25
Carotid IMT	101153	 FSTDV3BL	25
Carotid IMT	101151	 NSTDV3BL	25
Carotid IMT	101150	 NMAX3BL	25
Carotid IMT	101149	 VMAX3BL	25
Carotid IMT	101148	 FSTDV2BL	25
Carotid IMT	101152	 FMAX3BL	25
Carotid IMT	101156	 NSTDV4BL	25
Carotid IMT	101157	 FMAX4BL	25
Carotid IMT	101159	 VMAX5BL	25
Carotid IMT	101163	 FSTDV5BL	25
Carotid IMT	101164	 VMAX6BL	25
Carotid IMT	101165	 NMAX6BL	25
Carotid IMT	101167	 FMAX6BL	25
Carotid IMT	101166	 NSTDV6BL	25
Carotid IMT	101168	 FSTDV6BL	25
Carotid IMT	101169	 VMAX7BL	25
Carotid IMT	101170	 NMAX7BL	25
Carotid IMT	101173	 FSTDV7BL	25
Carotid IMT	101174	 VMAX8BL	25
Carotid IMT	101172	 FMAX7BL	25
Carotid IMT	101171	 NSTDV7BL	25
Carotid IMT	101175	 NMAX8BL	25
Carotid IMT	101176	 NSTDV8BL	25
Carotid IMT	101177	 FMAX8BL	25
Carotid IMT	101178	 FSTDV8BL	25
Carotid IMT	101181	 MXSTENBL	25
Carotid IMT	101184	 LSRFC192	25
Carotid IMT	101185	 LMRPH192	25
Carotid IMT	101186	 LOCAT192	25
Carotid IMT	101187	 LDENS192	25
Carotid IMT	101188	 LSRFC292	25
Carotid IMT	101189	 LMRPH292	25
Carotid IMT	101190	 LOCAT292	25
Carotid IMT	101191	 LDENS292	25
Carotid IMT	101192	 VMAX192	25
Carotid IMT	101193	 NMAX192	25
Carotid IMT	101194	 NSTDV192	25
Carotid IMT	101195	 FMAX192	25
Carotid IMT	101198	 NMAX292	25
Carotid IMT	101199	 NSTDV292	25
Carotid IMT	101200	 FMAX292	25
Carotid IMT	101201	 FSTDV292	25
Carotid IMT	101204	 NSTDV392	25
Carotid IMT	101203	 NMAX392	25
Carotid IMT	101209	 NSTDV492	25
Carotid IMT	101210	 FMAX492	25
Carotid IMT	101211	 FSTDV492	25
Carotid IMT	101212	 VMAX592	25
Carotid IMT	101213	 NMAX592	25
Carotid IMT	101214	 NSTDV592	25
Carotid IMT	101215	 FMAX592	25
Carotid IMT	101216	 FSTDV592	25
Carotid IMT	101217	 VMAX692	25
Carotid IMT	101218	 NMAX692	25
Carotid IMT	101219	 NSTDV692	25
Carotid IMT	101220	 FMAX692	25
Carotid IMT	101222	 VMAX792	25
Carotid IMT	101223	 NMAX792	25
Carotid IMT	101224	 NSTDV792	25
Carotid IMT	101225	 FMAX792	25
Carotid IMT	101226	 FSTDV792	25
Carotid IMT	101227	 VMAX892	25
Carotid IMT	101228	 NMAX892	25
Carotid IMT	101229	 NSTDV892	25
Carotid IMT	101230	 FMAX892	25
Carotid IMT	101231	 FSTDV892	25
Carotid IMT	101208	 NMAX492	25
Carotid IMT	101205	 FMAX392	25
Carotid IMT	101206	 FSTDV392	25
Carotid IMT	101207	 VMAX492	25
Carotid IMT	101202	 VMAX392	25
Carotid IMT	101197	 VMAX292	25
Carotid IMT	101196	 FSTDV192	25
Carotid IMT	101235	 PW155	25
Carotid IMT	101236	 PW255	25
Carotid IMT	101237	 VMAX155	25
Carotid IMT	101238	 NMAX155	25
Carotid IMT	101239	 FMAX155	25
Carotid IMT	101240	 VMAX255	25
Carotid IMT	101241	 NMAX255	25
Carotid IMT	101242	 FMAX255	25
Carotid IMT	101243	 VMAX355	25
Carotid IMT	101244	 NMAX355	25
Carotid IMT	101245	 FMAX355	25
Carotid IMT	101246	 VMAX455	25
Carotid IMT	101250	 NMAX555	25
Carotid IMT	101248	 FMAX455	25
Carotid IMT	101249	 VMAX555	25
Carotid IMT	101251	 FMAX555	25
Carotid IMT	101252	 VMAX655	25
Carotid IMT	101253	 NMAX655	25
Carotid IMT	101254	 FMAX655	25
Carotid IMT	101255	 VMAX755	25
Carotid IMT	101256	 NMAX755	25
Carotid IMT	101257	 FMAX755	25
Carotid IMT	101258	 VMAX855	25
Carotid IMT	101261	 PW141	25
Carotid IMT	101262	 PW241	25
Carotid IMT	101263	 VMAX141	25
Carotid IMT	101264	 NMAX141	25
Carotid IMT	101265	 FMAX141	25
Carotid IMT	101266	 VMAX241	25
Carotid IMT	101268	 FMAX241	25
Carotid IMT	101267	 NMAX241	25
Carotid IMT	101269	 VMAX341	25
Carotid IMT	101270	 NMAX341	25
Carotid IMT	101271	 FMAX341	25
Carotid IMT	101272	 VMAX441	25
Carotid IMT	101273	 NMAX441	25
Carotid IMT	101274	 FMAX441	25
Carotid IMT	101275	 VMAX541	25
Carotid IMT	101276	 NMAX541	25
Carotid IMT	101277	 FMAX541	25
Carotid IMT	101278	 VMAX641	25
Carotid IMT	101279	 NMAX641	25
Carotid IMT	101280	 FMAX641	25
Carotid IMT	101281	 VMAX741	25
Carotid IMT	101282	 NMAX741	25
Carotid IMT	101283	 FMAX741	25
Carotid IMT	101284	 VMAX841	25
Carotid IMT	101285	 NMAX841	25
Carotid IMT	101286	 FMAX841	25
Carotid IMT	101291	 LSRFC48	25
Carotid IMT	101292	 LMRPH48	25
Carotid IMT	101294	 LOCAT48	25
Carotid IMT	101295	 LDENS48	25
Carotid IMT	101296	 VMAX148	25
Carotid IMT	101297	 VMAX248	25
Carotid IMT	101300	 FMAX348	25
Carotid IMT	101301	 VMAX448	25
Carotid IMT	101304	 LSRFC141	25
Carotid IMT	101305	 LSRFC241	25
Carotid IMT	101306	 LMRPH141	25
Carotid IMT	101307	 LMRPH241	25
Carotid IMT	101308	 LOCAT141	25
Carotid IMT	101309	 LOCAT241	25
Carotid IMT	101310	 LDENS141	25
Carotid IMT	101311	 LDENS241	25
Carotid IMT	101312	 MXSTEN41	25
Carotid IMT	101315	 LSRFC155	25
Carotid IMT	101316	 LSRFC255	25
Carotid IMT	101317	 LMRPH155	25
Carotid IMT	101318	 LMRPH255	25
Carotid IMT	101319	 LOCAT155	25
Carotid IMT	101320	 LOCAT255	25
Carotid IMT	101321	 LDENS155	25
Carotid IMT	101322	 LDENS255	25
Carotid IMT	101323	 MXSTEN55	25
Myocardial infarction	100824	 EVTYPE	26
Coronary angioplasty	100824	 EVTYPE	27
Coronary artery bypass graft	100824	 EVTYPE	28
Heart failure	100824	 EVTYPE	29
Myocardial infarction	100825	 TTOEVENT	26
Coronary angioplasty	100825	 TTOEVENT	27
Coronary artery bypass graft	100825	 TTOEVENT	28
Heart failure	100825	 TTOEVENT	29
Other stroke	100831	 STLOC	20
Hypertension	99658	 HYPER	30
Hypertension	100496	 HYPER	30
Hypertension	102009	 HYPER	30
Carotid IMT	102986	 HYPER	25
Hypertension	104380	 HYPER	30
Hypertension	105096	 HYPER	30
Hypertension	106417	 HYPER	30
Hypertension	107346	 HYPER	30
Hypertension	108217	 HYPER	30
Hypertension	108908	 HYPER	30
Hypertension	110523	 HYPER	30
Hypertension	99459	 IHYPER	30
Hypertension	100433	 IHYPER	30
Hypertension	101958	 IHYPER	30
Hypertension	105628	 IHYPER	30
Atrial fibrillation/flutter	100069	 ECGAFIB	35
Atrial fibrillation/flutter	100324	 AFIB	35
Atrial fibrillation/flutter	100457	 ECGAFIB	35
Atrial fibrillation/flutter	100678	 INCAFIB	35
Atrial fibrillation/flutter	100679	 TTOAFIB	35
Atrial fibrillation/flutter	101531	 AFIB59	35
Atrial fibrillation/flutter	101983	 ECGAFIB	35
Atrial fibrillation/flutter	102608	 ECGAFIB	35
Atrial fibrillation/flutter	102679	 AFIB59	35
Atrial fibrillation/flutter	103165	 AFIB32	35
Atrial fibrillation/flutter	103218	 AFIB32	35
Atrial fibrillation/flutter	103270	 AFIB32	35
Atrial fibrillation/flutter	103323	 AFIB32	35
Atrial fibrillation/flutter	103375	 AFIB32	35
Atrial fibrillation/flutter	103428	 AFIB32	35
Atrial fibrillation/flutter	103480	 AFIB32	35
Atrial fibrillation/flutter	103533	 AFIB32	35
Atrial fibrillation/flutter	103585	 AFIB32	35
Atrial fibrillation/flutter	103638	 AFIB32	35
Atrial fibrillation/flutter	103690	 AFIB32	35
Atrial fibrillation/flutter	104340	 ECGAFIB	35
Atrial fibrillation/flutter	104994	 ECGAFIB	35
Atrial fibrillation/flutter	105967	 AFIB57	35
Atrial fibrillation/flutter	106361	 ECGAFIB	35
Atrial fibrillation/flutter	107042	 AFIB29	35
Atrial fibrillation/flutter	107300	 ECGAFIB	35
Atrial fibrillation/flutter	107949	 AFIB59	35
Atrial fibrillation/flutter	108176	 ECGAFIB	35
Atrial fibrillation/flutter	108623	 AFIB59	35
Atrial fibrillation/flutter	108798	 ECGAFIB	35
Atrial fibrillation/flutter	109328	 ECGAFIB	35
Atrial fibrillation/flutter	109390	 AFIB59	35
Atrial fibrillation/flutter	109876	 ECGAFIB	35
Atrial fibrillation/flutter	110052	 AFIB59	35
